Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Ghana,GHA,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,0.906344411,0.680087051,1.288244767,0.699939136,0.999666778,3.929899097,2.404616864,0.485100485,0.736325386,1.427541367,1.799358743,1.868501568,2.368371216,2.776811637,5.245033828,3.00440248,2.967888647,3.773931727,1.954835011,1.352768353,2.286541059,0.972032478,0.825005303,0.686517863,1.303023711,1.192636066,25.34841048,1.20215671,2.753027385,2.753027385,2.078681726,1.768556793,5.376097557,4.720671592,4.734577894,6.45820684,5.467316905,5.049692979,6.461973338,7.258102754,6.113857506,6.341515005,8.053634649,10.19981823,15.07535107,12.87941614,14.87538262,16.93997644,17.85158483,18.7275443,18.27498425,21.93347948,22.5994162,23.8346753,21.51231063,24.48199938,24.12038529,24.01536804,26.71116318,24.86949942,26.28528006,27.30875015,22.157852,22.78435422,
Ghana,GHA,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,0.211480363,0.897714908,1.062801932,1.399878271,2.53248917,0.876261285,0.70535428,1.212751213,2.314165498,1.942174208,2.148130808,1.844126496,2.437810761,1.461791397,5.876085401,7.584898225,2.994507619,3.066855656,2.060232802,3.575933089,3.397227671,1.376014129,11.83475131,10.63112851,0.109672975,0.095975447,0.043286918,0.203098896,0.53472559,0.53472559,0.748751585,0.94895275,3.365696848,0.406448952,0.857995405,0.638570865,0.950136226,0.676489442,0.422339949,0.483889678,2.072804502,4.312841147,2.880030615,2.267912755,4.031232036,2.873497421,3.133701295,3.705190686,3.77967509,4.557200301,5.766935152,6.356108046,5.899358269,6.241564926,8.535478782,5.375618366,5.792606417,5.605336155,6.462027458,6.267293025,5.639643264,7.215561676,7.311687218,10.0977121,
Ghana,GHA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,2.23,2.29,3.64,,4.81,5.41,4.94,6.37,4.57,7.13,5.71,4.55,3.77,2.86,2.24,2.5,2.51,2.39,2.47,,,,,
Ghana,GHA,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,14,9.3,8,18,33.3,39.9,63.9,62.6,59.2,57.9,65.2,65.9,67.9,67.9,69.2,69.9,69.9,66.6,63.2,62.6,66.6,64.1,64.1,69,74,81.6,88.2,95.1,110.7,98,104.8,118.8,116.7,114.5,113.5,100,98.4,101.7,105.3,103.6,104.2,116.8,130.8,125.8,123.6
Ghana,GHA,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.53,,,,,,,21.02,17.31,17.31,17.31,,,,16.74,16.63,16.71,17.04,,,16.2,,,15.23,15.94,16.15,16.1,15.94,15.94,16.48,,
Ghana,GHA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,16.2,9.05,9.05,9.05,,,,8.96,8.58,9.92,10.06,,,9.96,,,10.79,10.61,10.34,10.02,10.51,10.51,12.51,,
Ghana,GHA,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.63,15.52,15.52,15.52,15.52,,,14.99,14.99,14.99,14.48,,,15.39,,,15.39,15.39,15.53,15.53,15.53,15.53,0,,
Ghana,GHA,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08,,,,,,,13.34,11.88,11.88,11.88,,,,12.49,12.45,12.45,12.29,,,11.93,,,11.82,11.72,11.78,11.83,12.32,12.32,12.44,,
Ghana,GHA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,56.52177044,55.42444387,47.37740205,43.48397252,38.17948657,37.30283974,29.15862315,34.91325055,38.39440553,34.35181617,39.23199929,38.144749,34.65427869,36.88347282,53.86244635,57.18644709,61.26019001,64.33754367,57.31092157,45.94266884,53.69803043,51.41574643,39.12294826,59.30088351,25.74632708,32.92404561,33.28290376,42.03096515,36.82351912,43.62265332,35.69302022,25.32111295,53.31896178,59.45796312,64.86873084,56.1538527,54.47864561,57.4770754,58.24591975,67.37400752,93.1996625,91.62966139,74.11374258,72.50360844,73.45673932,75.8429721,50.18425249,49.36493569,54.18177884,53.30780168,58.64402134,72.76416991,75.87523459,49.88724614,50.87371234,48.11394953,42.8503903,43.85496471,41.74437955,42.54262099,38.42547465,35.66155267,43.15128535,38.12922144,43.66299289
Ghana,GHA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000,13000000,15000000,284000000,304000000,335000000,351000000,358000000,414000000,466000000,836000000,861000000,908000000,919000000,768000000,620000000,694000000,914000000,853000000,897000000,819000000,846000000,850000000,944000000,1425000000,110000000,,,,
Ghana,GHA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000,32000000,35000000,304000000,325000000,357000000,374000000,383000000,441000000,495000000,867000000,910000000,990000000,970000000,849000000,706000000,797000000,1154000000,1010000000,1027000000,911000000,952000000,919000000,996000000,1490000000,191000000,,,,
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.252,23.797,24.352,24.915,25.488,26.067,26.656,27.254,27.86,28.473,28.958,29.174,29.392,29.61,29.829,30.049,30.27,30.492,30.714,30.938,31.163,31.388,31.614,31.842,32.209,32.896,33.591,34.293,35.004,35.719,36.441,37.17,37.905,38.644,39.39,40.14,40.896,41.654,42.418,43.184,43.929,44.601,45.275,45.951,46.63,47.308,47.988,48.669,49.351,50.031,50.713,51.394,52.073,52.748,53.419,54.086,54.749,55.407,56.06,56.707,57.349,57.985,58.615,59.238,59.854
Ghana,GHA,Rural population growth (annual %),SP.RUR.TOTL.ZG,,2.140190347,1.678886721,1.641169686,1.614320852,1.619084371,1.605648237,1.596544634,1.597560889,1.647661379,1.992668334,2.462769883,2.506099266,2.57755322,2.58896329,2.581355133,2.561857982,2.628845034,2.718010418,2.72998547,2.598376521,2.482192677,2.575785233,2.673378939,2.041661153,1.131846543,1.159686844,1.230068065,1.314579916,1.391953554,1.422014447,1.366243527,1.30905002,1.272262156,1.180847794,1.114972653,1.064657468,1.088179135,1.114294263,1.102005262,1.192509753,1.457389714,1.526047431,1.457031727,1.384342811,1.344240362,1.300753888,1.259465959,1.200243435,1.14362223,1.058766664,1.013628564,1.013119729,0.990873139,0.934760276,0.864864545,0.821675833,0.730570787,0.599991816,0.52439286,0.497793343,0.456645883,0.409474212,0.391781104,0.352252641
Ghana,GHA,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,81.8,,,72,,,79,,,,79.5,,,,,,
Ghana,GHA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.11509286,50.98770486,50.8199322,50.66195467,50.51387528,50.37884679,50.25571176,50.14188977,50.03610308,49.94177472,49.87712042,49.86718996,49.87750296,49.86978384,49.85955736,49.85137905,49.84810636,49.82322463,49.77026168,49.71461353,49.70836033,49.74832499,49.75766026,49.7300887,49.7124435,49.71344818,49.71576523,49.72076633,49.72840628,49.73873533,49.75209566,49.76787959,49.78530237,49.80373451,49.7997227,49.77793286,49.76334603,49.76155709,49.76860062,49.77439526,49.78563776,49.80410887,49.8236851,49.84198729,49.85869957,49.8745492,49.89021168,49.9051297,49.91842044,49.930462,49.94135818,49.9501707,49.9572515,49.96318948,49.96730749,49.97025899,49.97287506,49.97462373,49.97522977,49.97427136,49.96970943,49.96388228,49.95847858,49.95142642,49.94346075
Ghana,GHA,"Population, total",SP.POP.TOTL,6961215,7162667,7337375,7514714,7695739,7882606,8074521,8271913,8475729,8690383,8925813,9176264,9438187,9714617,10000523,10294308,10594913,10911871,11248450,11597255,11941448,12281712,12643819,13029836,13370590,13661229,13965217,14289108,14636568,15006813,15394648,15787496,16184855,16589519,16993190,17399017,17810181,18238958,18688036,19149864,19637087,20167069,20729388,21296705,21868298,22449438,23040702,23642279,24249946,24862664,25474995,26095088,26734268,27386193,28041592,28696068,29356742,30008354,30637585,31258945,31887809,32518665,33149152,33787914,34427414
Ghana,GHA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,87.85362636,89.87652702,91.94172133,93.72018599,95.10543553,96.22222125,97.16848067,97.96504746,98.64844917,99.22751542,99.6340022,99.80161389,99.70372884,99.31070132,98.73883169,98.08519197,96.80417169,94.95084429,93.1497239,91.53732257,90.2341338,89.17100256,88.15946488,87.13846468,86.64447,86.76668381,87.13479081,87.46779117,87.45103798,87.18519241,86.84865855,86.59371069,86.16300989,85.35820447,84.28321256,83.29746645,82.47249894,81.34414204,79.92536548,78.5919423,77.42664834,76.22206485,74.97376492,73.82526741,72.75852456,71.78679298,70.90128688,70.02770414,69.19765736,68.49285031,67.99976493,67.70005608,67.47377743,67.24308015,66.94556175,66.52404473,65.94506936,65.21209671,64.4220574,63.63298041,62.76587909,61.85441141,60.97398885,60.10858793,59.22942822
Ghana,GHA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.437703454,0.46228457,0.52366025,0.576501648,0.619434606,0.650186872,0.671552928,0.686188601,0.695603046,0.695981216,0.673976143,0.61308641,0.542980908,0.494214401,0.454382597,0.420345121,0.388914719,0.379737802,0.395658889,0.415486449,0.397126096,0.344847565,0.321270663,0.328847614,0.325808613,0.307871582,0.294573698,0.284651461,0.276869017,0.271462484,0.268887171,0.266866825,0.264927407,0.264269823,0.264760262,0.267057451,0.270779161,0.274956246,0.279358456,0.284240127,0.290125806,0.296987394,0.303636326,0.308873514,0.313745916,0.319513429,0.326557811,0.335040879,0.344042514,0.352612749,0.36083151,0.369272689,0.377759902,0.38595659,0.393305461,0.398361198,0.401672537,0.404376016,0.406346255,0.407251462,0.404914058,0.401724256,0.401828123,0.402757036,0.402928492
Ghana,GHA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.868507413,0.864603303,0.890194266,0.906017466,0.913614596,0.916078552,0.917627999,0.917329113,0.916345009,0.912311067,0.890499823,0.838067237,0.781598511,0.744180421,0.715492398,0.694670903,0.68052502,0.685597333,0.707329241,0.730505135,0.727236216,0.697125637,0.685457949,0.698321802,0.707252627,0.707372839,0.711135072,0.716368504,0.721443555,0.72759984,0.734936943,0.743072908,0.751556372,0.758980705,0.765737419,0.774367888,0.786742145,0.8038848,0.824678633,0.845303048,0.864173733,0.88232521,0.898331695,0.912131204,0.923431129,0.927311934,0.923196975,0.915066177,0.904417857,0.891329243,0.877877669,0.866574435,0.85744628,0.847532476,0.837443699,0.830907691,0.825317878,0.820134642,0.823093391,0.837532186,0.849632322,0.858785958,0.87520467,0.894312532,0.912924804
Ghana,GHA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,3.018199212,3.052740226,3.206874293,3.329252363,3.42020252,3.471990342,3.49284656,3.493302965,3.480620794,3.445252753,3.349327866,3.148158124,2.933405445,2.791734443,2.684490335,2.602421795,2.528286493,2.520414241,2.589069022,2.669632684,2.639145754,2.511388808,2.470686158,2.522065284,2.546899304,2.53113907,2.524847454,2.523655798,2.525543612,2.532495449,2.547746584,2.571361389,2.603156567,2.641155058,2.681309908,2.725089816,2.775269205,2.828104858,2.88002897,2.927511739,2.963550619,2.988452144,3.00657088,3.019387922,3.025841058,3.024831922,3.021242613,3.018164826,3.010869718,2.998559655,2.985394015,2.969790037,2.952831657,2.943806502,2.948329668,2.953945602,2.958598697,2.973158115,2.997442461,3.031022225,3.066910197,3.109529338,3.170551058,3.245261678,3.324226215
Ghana,GHA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.126978546,1.126508884,1.145460704,1.161539975,1.175858205,1.181479193,1.176529877,1.166455525,1.153026893,1.135000172,1.112257179,1.080661909,1.052260505,1.036141144,1.026269116,1.023207108,1.018127232,1.020344161,1.037951494,1.059624864,1.062518258,1.051580489,1.05675032,1.075774694,1.09022368,1.097715545,1.106012468,1.114776393,1.122046314,1.128031286,1.136018758,1.148941356,1.169046322,1.195341507,1.222655812,1.249002626,1.275987138,1.300458754,1.321212551,1.33793138,1.343110435,1.3350519,1.319941771,1.301058786,1.278816008,1.256328285,1.23765828,1.222794747,1.207052512,1.190913339,1.17939721,1.168341869,1.156419629,1.154884316,1.169107502,1.18325961,1.195484815,1.215705306,1.238433061,1.260307195,1.289238954,1.328892674,1.375261672,1.426214535,1.475313654
Ghana,GHA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.934851897,1.929092726,1.924963977,1.918520155,1.91283876,1.913833368,1.909222683,1.896511881,1.888326472,1.885518907,1.887369051,1.898143236,1.913210574,1.92763845,1.943126617,1.959262485,1.97545577,1.992294514,2.005847045,2.014437178,2.02185078,2.034731567,2.060697298,2.097612114,2.135343269,2.170362873,2.204866559,2.234725451,2.258958262,2.277464735,2.278846357,2.260757067,2.23213161,2.196830275,2.155877981,2.11524927,2.081363051,2.052977254,2.022138049,1.989943168,1.96439433,1.939246691,1.913005675,1.904090374,1.920789761,1.936934893,1.949773185,1.974639684,2.001839707,2.025834693,2.063767284,2.119668042,2.180828261,2.246091149,2.308350525,2.360211469,2.441032996,2.552901792,2.657269974,2.754543046,2.84470639,2.895897622,2.916097955,2.945410603,2.989893361
Ghana,GHA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,3.526148246,3.539284947,3.501254677,3.457473285,3.414401752,3.375419209,3.338050049,3.300726054,3.257367586,3.212713716,3.193013919,3.213456104,3.261029346,3.319109077,3.376628351,3.428341548,3.479082627,3.516947765,3.538887925,3.550158693,3.545310246,3.520072027,3.471644868,3.405155045,3.329149896,3.253250991,3.185290558,3.125141852,3.063282541,3.002076981,2.953215303,2.906281291,2.85814935,2.835534291,2.849793174,2.864123185,2.875377047,2.905137781,2.937599444,2.963381409,3.008807339,3.082015195,3.164348487,3.252564533,3.335734911,3.402010404,3.50734294,3.654353046,3.78793724,3.909459476,4.020885422,4.07628086,4.083019051,4.098997768,4.135593518,4.179417286,4.200135402,4.215766254,4.245678801,4.273811817,4.306532744,4.35888405,4.437412248,4.538047447,4.659141124
Ghana,GHA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,5.793145527,5.739757308,5.647359279,5.585614881,5.537547306,5.497428211,5.466843999,5.433236569,5.391949326,5.348812588,5.300264739,5.24478493,5.17548261,5.084641157,4.978805072,4.873433181,4.782742184,4.699524302,4.608464623,4.518343584,4.455745365,4.404416995,4.344529247,4.313276641,4.316377374,4.302192103,4.281177595,4.285888115,4.298820147,4.309035705,4.350535545,4.428897294,4.518739205,4.618588549,4.709590589,4.777712587,4.903682096,5.091345687,5.261158627,5.411814299,5.548313378,5.61099037,5.610567048,5.623502725,5.664421419,5.712832589,5.726719011,5.73177092,5.754172384,5.771950936,5.790820298,5.833427506,5.908253967,6.007893509,6.132113765,6.223906428,6.275381026,6.338229389,6.405603792,6.438815347,6.48089362,6.5618111,6.609540039,6.603507797,6.586992901
Ghana,GHA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,8.073534293,7.857920399,7.647922992,7.436025469,7.225210783,7.032506322,6.877016433,6.755537746,6.645001579,6.543672697,6.462668618,6.371885329,6.271534639,6.224525423,6.253398744,6.283488747,6.306363877,6.368089811,6.440413241,6.502445308,6.594040194,6.726556994,6.876697442,7.041399289,7.146516235,7.170872336,7.269267107,7.45082079,7.617002989,7.771416598,7.913452134,7.948133552,7.891366732,7.855868162,7.853744992,7.862795085,7.832878744,7.798967815,7.792334929,7.776458616,7.767866828,7.809898797,7.909140509,8.041521848,8.205709683,8.321831285,8.377406633,8.445444818,8.517854738,8.541544099,8.564511611,8.62885774,8.64801938,8.595170414,8.526000386,8.468036436,8.410369364,8.352017616,8.288646555,8.213051181,8.12545219,8.027170188,7.931341169,7.860755222,7.83300014
Ghana,GHA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.67377761,51.10267943,50.46999097,49.94001768,49.53449237,49.22102538,48.96828555,48.76448169,48.59638925,48.46580985,48.40781161,48.46072432,48.58628039,48.7495106,48.9417429,49.14409744,49.50187887,49.97755426,50.40958088,50.79320707,51.15711679,51.51113298,51.80957984,52.06526958,52.18861517,52.16010755,52.05848402,51.96525395,51.96850792,52.0383226,52.12262235,52.17897442,52.2800497,52.48374591,52.76447956,53.01938475,53.22541772,53.52012581,53.90413006,54.26850148,54.59111629,54.93546075,55.30148068,55.64318518,55.96682467,56.26851995,56.54748497,56.82691165,57.10018901,57.3401455,57.51211251,57.62074456,57.70667524,57.79128479,57.89279799,58.03438224,58.23049367,58.47928047,58.74680982,59.01230192,59.30683573,59.61735053,59.90936661,60.1892662,60.47353659
